filename,vertices,triangulations,meanTime,medianTime,minTime,maxTime,stddevTime,perTriangNs,peakMemory,memoryPerVertex
graph_V12F3_theta_a4_b1_c5_T26954928_v2.txt,12,6510582,3.045953247,3.037023808,3.034968929,3.065867003,0.017276397,468,4096,341.333333
graph_V12F3_theta_a4_b2_c4_T24916320_v2.txt,12,6474508,2.961775539,2.953726108,2.952408101,2.979192409,0.015097841,457,4096,341.333333
graph_V12F3_theta_a4_b3_c3_T24293412_v2.txt,12,6443298,2.834179733,2.832812052,2.828888310,2.840838838,0.006091526,440,4096,341.333333
graph_V12F3_theta_a4_b4_c2_T24916320_v2.txt,12,6474508,2.778834234,2.771288172,2.768580155,2.796634376,0.015474725,429,4096,341.333333
graph_V12F3_theta_a4_b5_c1_T26954928_v2.txt,12,6510582,2.977436799,2.978846183,2.954465993,2.998998220,0.022299542,457,4096,341.333333
graph_V12F3_theta_a5_b1_c4_T26954928_v2.txt,12,6510582,3.143979531,3.115233561,3.043411431,3.273293602,0.117606128,483,4096,341.333333
graph_V12F3_theta_a5_b2_c3_T25765740_v2.txt,12,6645584,3.015706991,3.014161528,2.998527817,3.034431627,0.018001729,454,4096,341.333333
graph_V12F3_theta_a5_b3_c2_T25765740_v2.txt,12,6645584,2.895003099,2.896934080,2.879699609,2.908375608,0.014435191,436,4096,341.333333
graph_V12F3_theta_a5_b4_c1_T26954928_v2.txt,12,6510582,2.841645447,2.847488376,2.823462343,2.853985621,0.016078635,436,4096,341.333333
graph_V12F3_theta_a6_b1_c3_T29201172_v2.txt,12,6995028,3.389283158,3.348064303,3.286320012,3.533465160,0.128625140,485,4096,341.333333
graph_V12F3_theta_a6_b2_c2_T28628600_v2.txt,12,7189228,3.330861672,3.269978792,3.247518742,3.475087482,0.125407044,463,4096,341.333333
graph_V12F3_theta_a6_b3_c1_T29201172_v2.txt,12,6995028,3.139246709,3.155783938,3.104043861,3.157912327,0.030505129,449,4096,341.333333
graph_V12F3_theta_a7_b1_c2_T34763300_v3.txt,12,8151398,3.765932142,3.751116171,3.738780724,3.807899531,0.036864442,462,8192,682.666667
graph_V12F3_theta_a7_b2_c1_T34763300_v3.txt,12,8151398,3.556996724,3.555043442,3.546646120,3.569300610,0.011452858,436,4096,341.333333
graph_V12F3_theta_a8_b1_c1_T47278088_v2.txt,12,10451550,5.030495768,5.020289167,5.013062648,5.058135490,0.024207877,481,4096,341.333333
graph_V13F4_version_2.txt,13,10225274,5.075020346,5.076957509,5.053125195,5.094978335,0.020993708,496,8192,630.153846
graph_V9F3_theta_a1_b1_c5_T34848_v1.txt,9,10478,0.006229335,0.006343762,0.005829036,0.006515206,0.000357110,595,4096,455.111111
graph_V9F3_theta_a1_b2_c4_T27720_v1.txt,9,8922,0.005454951,0.005492822,0.004857340,0.006014691,0.000579604,611,4096,455.111111
graph_V9F3_theta_a1_b3_c3_T25872_v1.txt,9,8460,0.005604012,0.005661061,0.005296996,0.005853978,0.000282840,662,4096,455.111111
graph_V9F3_theta_a1_b4_c2_T27720_v1.txt,9,8922,0.006933183,0.006890524,0.006447952,0.007461072,0.000507905,777,0,0.000000
graph_V9F3_theta_a1_b5_c1_T34848_v2.txt,9,10478,0.008276006,0.008477199,0.007834981,0.008515837,0.000382427,790,4096,455.111111
graph_V9F3_theta_a2_b1_c4_T27720_v1.txt,9,8922,0.005081383,0.005071159,0.004929415,0.005243575,0.000157329,570,4096,455.111111
graph_V9F3_theta_a2_b2_c3_T24696_v3.txt,9,8550,0.005110711,0.005160397,0.004904125,0.005267612,0.000186768,598,4096,455.111111
graph_V9F3_theta_a2_b3_c2_T24696_v3.txt,9,8550,0.005508800,0.005490490,0.005332369,0.005703542,0.000186263,644,4096,455.111111
graph_V9F3_theta_a2_b4_c1_T27720_v3.txt,9,8922,0.006887480,0.006895224,0.006523974,0.007243241,0.000359696,772,4096,455.111111
graph_V9F3_theta_a3_b1_c3_T25872_v1.txt,9,8460,0.004941779,0.004938095,0.004732612,0.005154631,0.000211034,584,4096,455.111111
graph_V9F3_theta_a3_b2_c2_T24696_v1.txt,9,8550,0.005169306,0.005056769,0.005036669,0.005414479,0.000212564,605,0,0.000000
graph_V9F3_theta_a3_b3_c1_T25872_v1.txt,9,8460,0.005671229,0.005780490,0.005289580,0.005943618,0.000340433,670,4096,455.111111
graph_V9F3_theta_a4_b1_c2_T27720_v1.txt,9,8922,0.005145974,0.005262605,0.004894241,0.005281076,0.000218203,577,0,0.000000
graph_V9F3_theta_a4_b2_c1_T27720_v1.txt,9,8922,0.005475438,0.005477752,0.005417862,0.005530699,0.000056454,614,4096,455.111111
graph_V9F3_theta_a5_b1_c1_T34848_v1.txt,9,10478,0.005880082,0.005844237,0.005830292,0.005965718,0.000074490,561,0,0.000000
grid_4x4.txt,16,4613504,2.357634567,2.352417228,2.338380277,2.382106197,0.022324975,511,8192,512.000000
